,0,1,2,3,4,5,6,7,8,9,10
0,0.3246646819072393,0.27483767158561856,0.24276341200521523,0.6516895839841128,0.4080453875572573,0.645496398822655,0.10295042799637011,0.3225244401401972,0.3524353095086338,0.9052242041238725,0.1158699553394259
1,0.3030907591281169,0.874846201403448,0.260246078413661,0.9374582733435483,0.576222889984134,0.4032690814872396,0.9427313327461914,0.6274736539085054,0.16516675915382517,0.8576977194673819,0.4498366753416775
2,0.3495043663053259,0.5493350495411503,0.04431885332322982,0.21683191684447556,0.6496748228088216,0.8640380221034455,0.72162721507791,0.03517250509481851,0.6108487510736,0.23640781752468965,0.3507857220131897
3,0.34269958286891133,0.6524642248706944,0.8311514757291273,0.7083007755588693,0.296380316406337,0.9779449060527139,0.8505891444255083,0.46706226438196485,0.8708464802482104,0.4951128210507927,0.9057261471255071
4,0.010351016305590433,0.18252925485037264,0.34474013383790214,0.5781822837562401,0.7676834006314994,0.47349548765174354,0.4580462621087128,0.14717699515651794,0.1289037168654522,0.6941194336262847,0.9632754276465871
5,0.5522977132296433,0.9815683738069934,0.8620220958607069,0.463937755067502,0.8199658236923513,0.3872208701800345,0.2004832401096116,0.5147960524902159,0.31632568967990504,0.8730267742011635,0.8103516951247606
6,0.5836317711916383,0.7653928981600544,0.5678098585758278,0.9282049718932723,0.09618870295513438,0.605483892832141,0.26276070702877086,0.31481492071968353,0.3710597795469496,0.8186254028217327,0.8500234061658003
7,0.39228750598499784,0.33109845422874373,0.010209119532394006,0.5290095413162363,0.3750409160165308,0.9276189842145013,0.4319675159431039,0.4614927499426462,0.8624286426663137,0.05699369170673074,0.8855051841888036
8,0.36754872968949437,0.1258777369480809,0.36334349760507323,0.2907021720959423,0.5147287131998342,0.2022619110454621,0.9790679257459676,0.8569430743646105,0.3385830543633217,0.8637883914420676,0.05390804157665974
9,0.8154398372943898,0.9094451182271939,0.10122389961760792,0.4371411338062745,0.4880887284595262,0.041233668439889515,0.784558101084491,0.31695111741138315,0.7427137495101381,0.1113363851148429,0.33730796502172056
10,0.9112368721684164,0.9544514587643935,0.2312281173355546,0.9508075348949933,0.19413956025899382,0.5831837804158742,0.6874305765101377,0.32095068637299173,0.6717522747638189,0.17749669813049185,0.41553480891883954
11,0.5767246835853027,0.17644106492119271,0.357145178923839,0.6032157844483935,0.6035152645215852,0.2615396965115526,0.702061620995038,0.9125120839728472,0.933834299879894,0.009332539261641792,0.21403874278913526
12,0.31433472467176504,0.4489790138592725,0.8487966703758071,0.711461529329179,0.9493758034174886,0.18697827596297367,0.037876519354219984,0.8806822147756327,0.5021263302834925,0.7348005023131118,0.4156775682558994
13,0.8967119280591413,0.622618593651071,0.08629512402267558,0.865450250430345,0.5154373243724728,0.6989307572339133,0.299451670997237,0.9322935024237147,0.4696196396645036,0.16261926685702388,0.2155297402335119
14,0.5834621142282329,0.9622118743106335,0.9715409144557086,0.4538829444669844,0.5358499444261788,0.7080751267370672,0.8677167165011496,0.7901808920294601,0.7846126560385107,0.5487218258829437,0.9644509596401906
15,0.3112766362195366,0.06053852590779163,0.8205986092048737,0.35514173815847083,0.8942115107219957,0.9875032480543265,0.8649218869449667,0.07542055935071357,0.7787951300227034,0.974090739874701,0.5614310206021287
16,0.7810681849394047,0.3610323929532919,0.46637950627165836,0.7774041727249453,0.7216861879988287,0.5618799087618302,0.6209936382113117,0.51274065620076,0.18723970801672574,0.150991310057339,0.621027963037505
17,0.9103211334208294,0.021117264773872657,0.02344268275964434,0.232978782857318,0.9723780410661691,0.40184925250925463,0.9556609495945507,0.7935951779655763,0.33241503942338624,0.898960558271226,0.8314767197958253
18,0.3463153964160639,0.22697389694039927,0.2950988965126927,0.33910376336592907,0.014092700460574537,0.9551858270623175,0.8550860129159319,0.6437026882131497,0.562310722741595,0.25524773582265614,0.13127694167990078
19,0.2923272415160336,0.6602430710350495,0.983873204394437,0.4131488458190188,0.41466269809478207,0.26718953671535706,0.6472252982284735,0.11076431191413738,0.680261217170708,0.6620784723314159,0.8957527149910588
20,0.34786954138087145,0.9485863609902531,0.986903587653401,0.33275256839608947,0.06827287111093905,0.5001766404859883,0.7216293555036613,0.3547384086029558,0.08747745664783135,0.42592642836922445,0.6562944711651181
21,0.8251137289658138,0.13283867893992307,0.51199376463354,0.1893769243133857,0.08221004478248217,0.886265637327863,0.14049418734435737,0.07871102044733702,0.7793639734117751,0.8296482975204683,0.8137287752304698
22,0.6767842809884758,0.5619393203441923,0.6360745474690722,0.5237530125463923,0.06863548315583912,0.27746402553555083,0.3908375771674397,0.7939691742123913,0.16620713548016308,0.29041244391396825,0.6270073720210647
23,0.740437150397693,0.20022155054596724,0.3460658475455276,0.6692956449197897,0.3236187791712384,0.694220330707661,0.9658728097841699,0.11292121147793055,0.4976959994146274,0.9038760087025144,0.07634400178569611
24,0.6144080159958007,0.2488513894507165,0.6094194261947519,0.5101360527062787,0.2845839374612572,0.218122176586676,0.9660870574990149,0.597477027398615,0.13675276814146853,0.6957810775384076,0.2788360363215464
25,0.9990304444019551,0.30086775757793194,0.17522912708960814,0.19760184012911952,0.6489910553610604,0.9196543542612032,0.1341454206420869,0.84466160921959,0.7245321245030576,0.43937565313256977,0.8407811717621468
26,0.14114530712370787,0.5587394967300705,0.5574583792939762,0.1903963399834212,0.9358429405629523,0.3920872360190938,0.35137018019473276,0.9956170307457916,0.5656932409919426,0.8303392105309666,0.8232534305230155
27,0.3522401875002765,0.27276749589305416,0.2205092840826579,0.9539024090844974,0.34962111691911435,0.6122682431844148,0.08379345306479058,0.9472782424298605,0.8872201583838997,0.49619932399927524,0.050633662587098116
28,0.9717054781983593,0.3017659037099045,0.3841399908701799,0.4725954864577656,0.9327931501645186,0.15147977446259553,0.5431588402978342,0.16123165854365828,0.20154485084472307,0.5680810361345714,0.5199682956329045
29,0.12395108064135629,0.6221719732871108,0.5553383259072477,0.6153747015436676,0.8789843800785246,0.10836630519300205,0.5540541751079915,0.347840381050607,0.02012597992628995,0.25171710562875627,0.18788848920739087
30,0.6855805878562253,0.8898604971314563,0.2639841549166142,0.6766409898188573,0.4687695685492692,0.5414528059881882,0.9951450107109164,0.9325938488058568,0.07969110567590998,0.46959760332235634,0.3700775934118572
31,0.02518923536072981,0.040249690211475286,0.8360783204874427,0.545276111666722,0.4938626194571397,0.29381214994886595,0.7274040584405151,0.6403272866621815,0.37686910072056246,0.690493133606749,0.9949254002215636
32,0.052666180723842104,0.1597749478534921,0.2076231190918273,0.7067522299460033,0.7984782387439743,0.8328710417764336,0.5163271626056061,0.3810811973421374,0.4371349013964234,0.43748924501474784,0.602606030714867
33,0.5732118062843706,0.7782720174179696,0.7528643639329846,0.9674579656844673,0.3895876511352684,0.6226715359856826,0.3814675550458487,0.6572039607502356,0.9339912086361342,0.2881270135116114,0.2332552949052774
34,0.5213810128768261,0.09381009102056925,0.14323926690245037,0.4856305305398704,0.8403409883462145,0.8169765941344347,0.3740807431659219,0.36621748098122997,0.3291711411826159,0.3492557934159506,0.4020157514454271
35,0.5788139944701626,0.5137730270177325,0.9370477677839809,0.23902414629307212,0.5323010605375523,0.6899958462485766,0.6579791452175783,0.5492743221340164,0.05121413088680338,0.015871247536602517,0.4043531900209171
36,0.8844441485042746,0.2509705044385877,0.9567657983477346,0.9265252891841246,0.7203369557911133,0.38978282189052216,0.5211525659515135,0.5323876748877622,0.09769117888800616,0.9339954178888521,0.19310646280380772
37,0.21326685549014035,0.6000548813717572,0.8953287551920898,0.8070692258094053,0.8925057917047979,0.2631260334518515,0.5457378302854823,0.06017042475025114,0.6291120526463687,0.34607243101346485,0.2232446573030229
38,0.6002255844587989,0.2818102167900467,0.39972995984076365,0.9618120570510541,0.6889961110300283,0.7315506844400891,0.20582170905179353,0.833713517729813,0.49649196808686535,0.3351529745859546,0.13038365824108822
39,0.418946600424303,0.38686660918976556,0.038755763563241286,0.6305197078900919,0.23602245996721694,0.42359047182639864,0.149512387824712,0.3028815779337526,0.06179807824234784,0.3414856327719834,0.3299795986033518
40,0.7590348304378544,0.27298765627365307,0.4474918598734089,0.7941759235213487,0.31910712668460917,0.7348183957105149,0.2402315821644203,0.5800666835004291,0.09754712315259828,0.6796686782156581,0.8740175412004755
41,0.19880757880443134,0.7365973572086404,0.15350549339376163,0.5862255152578033,0.880645811071109,0.37319892308785774,0.47019690675367243,0.6465536513142613,0.36315980471772524,0.0679530126956931,0.9493297511412694
42,0.8474910743933886,0.39842333193902135,0.30593420289803863,0.3833434645085201,0.2727651200632004,0.7021185353002041,0.7588976501606419,0.14809530706182994,0.34165564024761486,0.5777085478202679,0.46559134551247794
43,0.4965891673217847,0.720045072933585,0.5833040859510914,0.8991489022581654,0.7555907234646541,0.6303808383354189,0.36828769872662115,0.007978898646284427,0.7156439761397524,0.8281755459081264,0.13917542694578267
